Timestamp,Age Group,Gender,Preferred Tool,Satisfaction,Feedback
2026-04-19 16:03:33,45+,Male,R,3,Very useful.
2026-04-19 16:03:35,35-44,Male,Excel,3,Very useful.
2026-04-19 16:03:37,25-34,Female,Python,4,Very useful.
2026-04-19 16:03:39,25-34,Female,Tableau,4,Very useful.
2026-04-19 16:03:41,25-34,Male,R,2,Needs better UI.
2026-04-19 16:03:43,45+,Female,Power BI,3,Very useful.
2026-04-19 16:03:45,25-34,Male,R,4,Basic features are lacking.
2026-04-19 16:03:47,25-34,Female,R,4,Needs better UI.
2026-04-19 16:03:49,18-24,Male,Power BI,5,Great tool!
2026-04-19 16:03:51,35-44,Female,Power BI,3,Very useful.
2026-04-19 16:03:53,35-44,Female,Tableau,2,Very useful.
2026-04-19 16:03:55,18-24,Male,Tableau,5,Needs better UI.
2026-04-19 16:03:57,25-34,Female,Excel,1,Very useful.
2026-04-19 16:03:59,35-44,Male,R,2,Great tool!
2026-04-19 16:04:01,18-24,Female,Power BI,5,Great tool!
2026-04-19 16:04:03,25-34,Male,R,1,Great tool!
2026-04-19 16:04:05,25-34,Female,R,4,Great tool!
2026-04-19 16:04:07,35-44,Female,Excel,4,Basic features are lacking.
2026-04-19 16:04:09,18-24,Female,Python,4,Basic features are lacking.
2026-04-19 16:04:11,45+,Female,Excel,4,Great tool!
2026-04-19 16:04:13,35-44,Male,Tableau,3,Basic features are lacking.
2026-04-19 16:04:15,35-44,Male,Power BI,4,Needs better UI.
2026-04-19 16:04:17,18-24,Male,R,5,Great tool!
2026-04-19 16:04:19,35-44,Female,Tableau,3,Needs better UI.
2026-04-19 16:04:21,45+,Female,Tableau,1,Great tool!
2026-04-19 16:04:23,45+,Male,Power BI,5,Basic features are lacking.
2026-04-19 16:04:25,18-24,Female,Python,3,Needs better UI.
2026-04-19 16:04:27,45+,Male,Python,3,Great tool!
2026-04-19 16:04:29,18-24,Male,R,4,Needs better UI.
2026-04-19 16:04:31,18-24,Male,Tableau,2,Great tool!
2026-04-19 16:04:33,45+,Female,Python,4,Great tool!
2026-04-19 16:04:35,18-24,Female,R,5,Very useful.
2026-04-19 16:04:37,45+,Female,Tableau,5,Very useful.
2026-04-19 16:04:39,25-34,Male,Power BI,5,Great tool!
2026-04-19 16:04:41,35-44,Female,Tableau,2,Needs better UI.
2026-04-19 16:04:43,25-34,Male,R,2,Basic features are lacking.
2026-04-19 16:04:45,25-34,Male,Power BI,4,Basic features are lacking.
2026-04-19 16:04:47,18-24,Male,R,3,Needs better UI.
2026-04-19 16:04:49,18-24,Male,Excel,2,Very useful.
2026-04-19 16:04:51,45+,Male,R,1,Basic features are lacking.
2026-04-19 16:04:53,25-34,Male,R,1,Very useful.
2026-04-19 16:04:55,25-34,Male,R,2,Great tool!
2026-04-19 16:04:57,25-34,Male,Power BI,4,Basic features are lacking.
2026-04-19 16:04:59,18-24,Female,Excel,2,Basic features are lacking.
2026-04-19 16:05:01,18-24,Male,Python,5,Needs better UI.
2026-04-19 16:05:03,25-34,Male,Power BI,3,Basic features are lacking.
2026-04-19 16:05:05,25-34,Male,Excel,2,Very useful.
2026-04-19 16:05:07,45+,Female,Python,4,Very useful.
2026-04-19 16:05:09,18-24,Male,Python,4,Basic features are lacking.
2026-04-19 16:05:11,18-24,Male,Tableau,2,Basic features are lacking.
2026-04-19 16:05:13,25-34,Female,Power BI,4,Needs better UI.
2026-04-19 16:05:15,45+,Male,R,3,Needs better UI.
2026-04-19 16:05:17,35-44,Female,Python,3,Needs better UI.
2026-04-19 16:05:19,35-44,Male,Power BI,5,Very useful.
2026-04-19 16:05:21,45+,Female,Tableau,2,Great tool!
2026-04-19 16:05:23,18-24,Female,Python,5,Very useful.
2026-04-19 16:05:25,35-44,Female,Python,5,Needs better UI.
2026-04-19 16:05:27,25-34,Male,Excel,3,Basic features are lacking.
2026-04-19 16:05:29,25-34,Female,Tableau,3,Great tool!
2026-04-19 16:05:31,35-44,Female,Tableau,1,Basic features are lacking.
2026-04-19 16:05:33,25-34,Female,R,4,Basic features are lacking.
2026-04-19 16:05:35,25-34,Female,Tableau,2,Great tool!
2026-04-19 16:05:37,45+,Female,Power BI,4,Great tool!
2026-04-19 16:05:39,18-24,Male,Power BI,4,Very useful.
2026-04-19 16:05:41,45+,Female,Excel,4,Basic features are lacking.
2026-04-19 16:05:43,18-24,Female,Power BI,5,Basic features are lacking.
2026-04-19 16:05:45,18-24,Male,Python,4,Basic features are lacking.
2026-04-19 16:05:47,18-24,Male,Power BI,3,Great tool!
2026-04-19 16:05:49,18-24,Male,Python,3,Needs better UI.
2026-04-19 16:05:51,45+,Male,Tableau,3,Great tool!
2026-04-19 16:05:53,25-34,Male,Tableau,5,Great tool!
2026-04-19 16:05:55,35-44,Male,R,4,Very useful.
2026-04-19 16:05:57,45+,Female,Python,5,Needs better UI.
2026-04-19 16:05:59,25-34,Male,Excel,3,Basic features are lacking.
2026-04-19 16:06:01,18-24,Male,Power BI,3,Needs better UI.
2026-04-19 16:06:03,45+,Male,Python,3,Very useful.
2026-04-19 16:06:05,35-44,Female,Power BI,4,Needs better UI.
2026-04-19 16:06:07,18-24,Male,Power BI,5,Basic features are lacking.
2026-04-19 16:06:09,25-34,Male,Power BI,5,Great tool!
2026-04-19 16:06:11,18-24,Male,R,1,Great tool!
2026-04-19 16:06:13,25-34,Male,Python,3,Very useful.
2026-04-19 16:06:15,25-34,Female,Tableau,4,Great tool!
2026-04-19 16:06:17,35-44,Female,Python,3,Great tool!
2026-04-19 16:06:19,45+,Female,Tableau,1,Great tool!
2026-04-19 16:06:21,18-24,Female,Power BI,3,Very useful.
2026-04-19 16:06:23,25-34,Female,Python,3,Needs better UI.
2026-04-19 16:06:25,18-24,Male,Python,3,Very useful.
2026-04-19 16:06:27,25-34,Female,Tableau,2,Needs better UI.
2026-04-19 16:06:29,18-24,Male,R,3,Basic features are lacking.
2026-04-19 16:06:31,45+,Female,R,4,Basic features are lacking.
2026-04-19 16:06:33,45+,Male,Excel,5,Basic features are lacking.
2026-04-19 16:06:35,18-24,Female,R,2,Very useful.
2026-04-19 16:06:37,18-24,Male,Excel,4,Very useful.
2026-04-19 16:06:39,18-24,Female,Excel,3,Great tool!
2026-04-19 16:06:41,45+,Male,Power BI,5,Great tool!
2026-04-19 16:06:43,18-24,Male,Python,3,Very useful.
2026-04-19 16:06:45,18-24,Female,Python,3,Needs better UI.
2026-04-19 16:06:48,45+,Female,R,1,Needs better UI.
2026-04-19 16:06:50,25-34,Female,Excel,1,Basic features are lacking.
2026-04-19 16:06:52,18-24,Male,Excel,3,Needs better UI.
2026-04-19 16:06:54,35-44,Male,Tableau,5,Great tool!
2026-04-19 16:06:56,45+,Female,Python,3,Basic features are lacking.
2026-04-19 16:06:58,18-24,Male,Python,3,Needs better UI.
2026-04-19 16:07:00,45+,Female,Excel,4,Very useful.
2026-04-19 16:07:02,45+,Female,Python,5,Basic features are lacking.
2026-04-19 16:07:04,18-24,Female,Excel,2,Very useful.
2026-04-19 16:07:06,45+,Male,Excel,2,Great tool!
2026-04-19 16:07:08,25-34,Female,R,3,Needs better UI.
2026-04-19 16:07:10,45+,Non-Binary,Tableau,5,Basic features are lacking.
2026-04-19 16:07:12,18-24,Female,R,5,Very useful.
2026-04-19 16:07:14,25-34,Female,Excel,2,Very useful.
2026-04-19 16:07:16,18-24,Female,R,5,Very useful.
2026-04-19 16:07:18,35-44,Female,Python,5,Great tool!
2026-04-19 16:07:20,18-24,Female,Python,5,Great tool!
2026-04-19 16:07:22,18-24,Male,R,1,Basic features are lacking.
2026-04-19 16:07:24,18-24,Female,R,5,Great tool!
2026-04-19 16:07:26,45+,Female,Python,5,Very useful.
